problem_id,title,difficulty,url
987,Vertical Order Traversal of a Binary Tree,Hard,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
992,Subarrays with K Different Integers,Hard,https://leetcode.com/problems/subarrays-with-k-different-integers/
994,Rotting Oranges,Medium,https://leetcode.com/problems/rotting-oranges/
997,Find the Town Judge,Easy,https://leetcode.com/problems/find-the-town-judge/
1004,Max Consecutive Ones III,Medium,https://leetcode.com/problems/max-consecutive-ones-iii/
1007,Minimum Domino Rotations For Equal Row,Medium,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/
1011,Capacity To Ship Packages Within D Days,Medium,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/
1043,Partition Array for Maximum Sum,Medium,https://leetcode.com/problems/partition-array-for-maximum-sum/
1046,Last Stone Weight,Easy,https://leetcode.com/problems/last-stone-weight/
1047,Remove All Adjacent Duplicates In String,Easy,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
1068,Product Sales Analysis I,Easy,https://leetcode.com/problems/product-sales-analysis-i/
1071,Greatest Common Divisor of Strings,Easy,https://leetcode.com/problems/greatest-common-divisor-of-strings/
1072,Flip Columns For Maximum Number of Equal Rows,Medium,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/
1089,Duplicate Zeros,Easy,https://leetcode.com/problems/duplicate-zeros/
1101,The Earliest Moment When Everyone Become Friends,Medium,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/
1105,Filling Bookcase Shelves,Medium,https://leetcode.com/problems/filling-bookcase-shelves/
1106,Parsing A Boolean Expression,Hard,https://leetcode.com/problems/parsing-a-boolean-expression/
1110,Delete Nodes And Return Forest,Medium,https://leetcode.com/problems/delete-nodes-and-return-forest/
1136,Parallel Courses,Medium,https://leetcode.com/problems/parallel-courses/
1143,Longest Common Subsequence,Medium,https://leetcode.com/problems/longest-common-subsequence/
1146,Snapshot Array,Medium,https://leetcode.com/problems/snapshot-array/
1148,Article Views I,Easy,https://leetcode.com/problems/article-views-i/
1155,Number of Dice Rolls With Target Sum,Medium,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
1174,Immediate Food Delivery II,Medium,https://leetcode.com/problems/immediate-food-delivery-ii/
1185,Day of the Week,Easy,https://leetcode.com/problems/day-of-the-week/
1192,Critical Connections in a Network,Hard,https://leetcode.com/problems/critical-connections-in-a-network/
1193,Monthly Transactions I,Medium,https://leetcode.com/problems/monthly-transactions-i/
1207,Unique Number of Occurrences,Easy,https://leetcode.com/problems/unique-number-of-occurrences/
1218,Longest Arithmetic Subsequence of Given Difference,Medium,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/
1229,Meeting Scheduler,Medium,https://leetcode.com/problems/meeting-scheduler/
1233,Remove Sub-Folders from the Filesystem,Medium,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/
1248,Count Number of Nice Subarrays,Medium,https://leetcode.com/problems/count-number-of-nice-subarrays/
1249,Minimum Remove to Make Valid Parentheses,Medium,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/
1251,Average Selling Price,Easy,https://leetcode.com/problems/average-selling-price/
1275,Find Winner on a Tic Tac Toe Game,Easy,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/
1277,Count Square Submatrices with All Ones,Medium,https://leetcode.com/problems/count-square-submatrices-with-all-ones/
1290,Convert Binary Number in a Linked List to Integer,Easy,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/
1310,XOR Queries of a Subarray,Medium,https://leetcode.com/problems/xor-queries-of-a-subarray/
1331,Rank Transform of an Array,Easy,https://leetcode.com/problems/rank-transform-of-an-array/
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
1342,Number of Steps to Reduce a Number to Zero,Easy,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/
1346,Check If N and Its Double Exist,Easy,https://leetcode.com/problems/check-if-n-and-its-double-exist/
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/
1348,Tweet Counts Per Frequency,Medium,https://leetcode.com/problems/tweet-counts-per-frequency/
1358,Number of Substrings Containing All Three Characters,Medium,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/
1367,Linked List in Binary Tree,Medium,https://leetcode.com/problems/linked-list-in-binary-tree/
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/
1381,Design a Stack With Increment Operation,Medium,https://leetcode.com/problems/design-a-stack-with-increment-operation/
1389,Create Target Array in the Given Order,Easy,https://leetcode.com/problems/create-target-array-in-the-given-order/
1405,Longest Happy String,Medium,https://leetcode.com/problems/longest-happy-string/
1423,Maximum Points You Can Obtain from Cards,Medium,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/
1431,Kids With the Greatest Number of Candies,Easy,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/
1470,Shuffle the Array,Easy,https://leetcode.com/problems/shuffle-the-array/
1480,Running Sum of 1d Array,Easy,https://leetcode.com/problems/running-sum-of-1d-array/
1492,The kth Factor of n,Medium,https://leetcode.com/problems/the-kth-factor-of-n/
1497,Check If Array Pairs Are Divisible by k,Medium,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/
1512,Number of Good Pairs,Easy,https://leetcode.com/problems/number-of-good-pairs/
1518,Water Bottles,Easy,https://leetcode.com/problems/water-bottles/
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/
1539,Kth Missing Positive Number,Easy,https://leetcode.com/problems/kth-missing-positive-number/
1581,Customer Who Visited but Did Not Make Any Transactions,Easy,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/
1590,Make Sum Divisible by P,Medium,https://leetcode.com/problems/make-sum-divisible-by-p/
1593,Split a String Into the Max Number of Unique Substrings,Medium,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings/
1631,Path With Minimum Effort,Medium,https://leetcode.com/problems/path-with-minimum-effort/
1633,Percentage of Users Attended a Contest,Easy,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
1642,Furthest Building You Can Reach,Medium,https://leetcode.com/problems/furthest-building-you-can-reach/
1650,Lowest Common Ancestor of a Binary Tree III,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/
1652,Defuse the Bomb,Medium,https://leetcode.com/problems/defuse-the-bomb/
1658,Minimum Operations to Reduce X to Zero,Medium,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/
1661,Average Time of Process per Machine,Easy,https://leetcode.com/problems/average-time-of-process-per-machine/
1667,Fix Names in a Table,Easy,https://leetcode.com/problems/fix-names-in-a-table/
1672,Richest Customer Wealth,Easy,https://leetcode.com/problems/richest-customer-wealth/
1684,Count the Number of Consistent Strings,Easy,https://leetcode.com/problems/count-the-number-of-consistent-strings/
1696,Jump Game VI,Medium,https://leetcode.com/problems/jump-game-vi/
1732,Find the Highest Altitude,Easy,https://leetcode.com/problems/find-the-highest-altitude/
1743,Restore the Array From Adjacent Pairs,Medium,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs/
1752,Check if Array Is Sorted and Rotated,Easy,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1757,Recyclable and Low Fat Products,Easy,https://leetcode.com/problems/recyclable-and-low-fat-products/
1768,Merge Strings Alternately,Easy,https://leetcode.com/problems/merge-strings-alternately/
1813,Sentence Similarity III,Medium,https://leetcode.com/problems/sentence-similarity-iii/
1823,Find the Winner of the Circular Game,Medium,https://leetcode.com/problems/find-the-winner-of-the-circular-game/
1825,Finding MK Average,Hard,https://leetcode.com/problems/finding-mk-average/
1834,Single-Threaded CPU,Medium,https://leetcode.com/problems/single-threaded-cpu/
1838,Frequency of the Most Frequent Element,Medium,https://leetcode.com/problems/frequency-of-the-most-frequent-element/
1845,Seat Reservation Manager,Medium,https://leetcode.com/problems/seat-reservation-manager/
1851,Minimum Interval to Include Each Query,Hard,https://leetcode.com/problems/minimum-interval-to-include-each-query/
1861,Rotating the Box,Medium,https://leetcode.com/problems/rotating-the-box/
1903,Largest Odd Number in String,Easy,https://leetcode.com/problems/largest-odd-number-in-string/
1929,Concatenation of Array,Easy,https://leetcode.com/problems/concatenation-of-array/
1934,Confirmation Rate,Medium,https://leetcode.com/problems/confirmation-rate/
1942,The Number of the Smallest Unoccupied Chair,Medium,https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair/
1963,Minimum Number of Swaps to Make the String Balanced,Medium,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-string-balanced/
1975,Maximum Matrix Sum,Medium,https://leetcode.com/problems/maximum-matrix-sum/
1976,Number of Ways to Arrive at Destination,Medium,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/
1978,Employees Whose Manager Left the Company,Easy,https://leetcode.com/problems/employees-whose-manager-left-the-company/
1984,Minimum Difference Between Highest and Lowest of K Scores,Easy,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
2006,Count Number of Pairs With Absolute Difference K,Easy,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/
2007,Find Original Array From Doubled Array,Medium,https://leetcode.com/problems/find-original-array-from-doubled-array/
2018,Check if Word Can Be Placed In Crossword,Medium,https://leetcode.com/problems/check-if-word-can-be-placed-in-crossword/
2035,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/
2044,Count Number of Maximum Bitwise-OR Subsets,Medium,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets/
2050,Parallel Courses III,Hard,https://leetcode.com/problems/parallel-courses-iii/
2064,Minimized Maximum of Products Distributed to Any Store,Medium,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/
2070,Most Beautiful Item for Each Query,Medium,https://leetcode.com/problems/most-beautiful-item-for-each-query/
2101,Detonate the Maximum Bombs,Medium,https://leetcode.com/problems/detonate-the-maximum-bombs/
2109,Adding Spaces to a String,Medium,https://leetcode.com/problems/adding-spaces-to-a-string/
2115,Find All Possible Recipes from Given Supplies,Medium,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/
2127,Maximum Employees to Be Invited to a Meeting,Hard,https://leetcode.com/problems/maximum-employees-to-be-invited-to-a-meeting/
2149,Rearrange Array Elements by Sign,Medium,https://leetcode.com/problems/rearrange-array-elements-by-sign/
2220,Minimum Bit Flips to Convert Number,Easy,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/
2235,Add Two Integers,Easy,https://leetcode.com/problems/add-two-integers/
2239,Find Closest Number to Zero,Easy,https://leetcode.com/problems/find-closest-number-to-zero/
2257,Count Unguarded Cells in the Grid,Medium,https://leetcode.com/problems/count-unguarded-cells-in-the-grid/
2263,Make Array Non-decreasing or Non-increasing,Hard,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/
2275,Largest Combination With Bitwise AND Greater Than Zero,Medium,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/
2284,Sender With Largest Word Count,Medium,https://leetcode.com/problems/sender-with-largest-word-count/
2290,Minimum Obstacle Removal to Reach Corner,Hard,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/
2326,Spiral Matrix IV,Medium,https://leetcode.com/problems/spiral-matrix-iv/
2337,Move Pieces to Obtain a String,Medium,https://leetcode.com/problems/move-pieces-to-obtain-a-string/
2405,Optimal Partition of String,Medium,https://leetcode.com/problems/optimal-partition-of-string/
2406,Divide Intervals Into Minimum Number of Groups,Medium,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/
2407,Longest Increasing Subsequence II,Hard,https://leetcode.com/problems/longest-increasing-subsequence-ii/
2419,Longest Subarray With Maximum Bitwise AND,Medium,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/
2458,Height of Binary Tree After Subtree Removal Queries,Hard,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/
2461,Maximum Sum of Distinct Subarrays With Length K,Medium,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/
2463,Minimum Total Distance Traveled,Hard,https://leetcode.com/problems/minimum-total-distance-traveled/
2516,Take K of Each Character From Left and Right,Medium,https://leetcode.com/problems/take-k-of-each-character-from-left-and-right/
2530,Maximal Score After Applying K Operations,Medium,https://leetcode.com/problems/maximal-score-after-applying-k-operations/
2534,Time Taken to Cross the Door,Hard,https://leetcode.com/problems/time-taken-to-cross-the-door/
2563,Count the Number of Fair Pairs,Medium,https://leetcode.com/problems/count-the-number-of-fair-pairs/
2577,Minimum Time to Visit a Cell In a Grid,Hard,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid/
2601,Prime Subtraction Operation,Medium,https://leetcode.com/problems/prime-subtraction-operation/
2619,Array Prototype Last,Easy,https://leetcode.com/problems/array-prototype-last/
2620,Counter,Easy,https://leetcode.com/problems/counter/
2633,Convert Object to JSON String,Medium,https://leetcode.com/problems/convert-object-to-json-string/
2635,Apply Transform Over Each Element in Array,Easy,https://leetcode.com/problems/apply-transform-over-each-element-in-array/
2641,Cousins in Binary Tree II,Medium,https://leetcode.com/problems/cousins-in-binary-tree-ii/
2663,Lexicographically Smallest Beautiful String,Hard,https://leetcode.com/problems/lexicographically-smallest-beautiful-string/
2667,Create Hello World Function,Easy,https://leetcode.com/problems/create-hello-world-function/
2684,Maximum Number of Moves in a Grid,Medium,https://leetcode.com/problems/maximum-number-of-moves-in-a-grid/
2696,Minimum String Length After Removing Substrings,Easy,https://leetcode.com/problems/minimum-string-length-after-removing-substrings/
2703,Return Length of Arguments Passed,Easy,https://leetcode.com/problems/return-length-of-arguments-passed/
2704,To Be Or Not To Be,Easy,https://leetcode.com/problems/to-be-or-not-to-be/
2707,Extra Characters in a String,Medium,https://leetcode.com/problems/extra-characters-in-a-string/
2812,Find the Safest Path in a Grid,Medium,https://leetcode.com/problems/find-the-safest-path-in-a-grid/
2877,Create a DataFrame from List,Easy,https://leetcode.com/problems/create-a-dataframe-from-list/
2914,Minimum Number of Changes to Make Binary String Beautiful,Medium,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful/
2938,Separate Black and White Balls,Medium,https://leetcode.com/problems/separate-black-and-white-balls/
2965,Find Missing and Repeated Values,Easy,https://leetcode.com/problems/find-missing-and-repeated-values/
2985,Calculate Compressed Mean,Easy,https://leetcode.com/problems/calculate-compressed-mean/
2987,Find Expensive Cities,Easy,https://leetcode.com/problems/find-expensive-cities/
2989,Class Performance,Medium,https://leetcode.com/problems/class-performance/
2990,Loan Types,Easy,https://leetcode.com/problems/loan-types/
2991,Top Three Wineries,Hard,https://leetcode.com/problems/top-three-wineries/
2995,Viewers Turned Streamers,Hard,https://leetcode.com/problems/viewers-turned-streamers/
3008,Find Beautiful Indices in the Given Array II,Hard,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/
3020,Find the Maximum Number of Elements in Subset,Medium,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
3024,Type of Triangle,Easy,https://leetcode.com/problems/type-of-triangle/
3028,Ant on the Boundary,Easy,https://leetcode.com/problems/ant-on-the-boundary/
3043,Find the Length of the Longest Common Prefix,Medium,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
3097,Shortest Subarray With OR at Least K II,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/
3110,Score of a String,Easy,https://leetcode.com/problems/score-of-a-string/
3133,Minimum Array End,Medium,https://leetcode.com/problems/minimum-array-end/
3163,String Compression III,Medium,https://leetcode.com/problems/string-compression-iii/
3208,Alternating Groups II,Medium,https://leetcode.com/problems/alternating-groups-ii/
3254,Find the Power of K-Size Subarrays I,Medium,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i/
3283,Maximum Number of Moves to Kill All Pawns,Hard,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns/
3286,Find a Safe Walk Through a Grid,Medium,https://leetcode.com/problems/find-a-safe-walk-through-a-grid/
3287,Find the Maximum Sequence Value of Array,Hard,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array/
3318,Find X-Sum of All K-Long Subarrays I,Easy,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i/
3319,K-th Largest Perfect Subtree Size in Binary Tree,Medium,https://leetcode.com/problems/k-th-largest-perfect-subtree-size-in-binary-tree/
3325,Count Substrings With K-Frequency Characters I,Medium,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-i/
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing/
3327,Check if DFS Strings Are Palindromes,Hard,https://leetcode.com/problems/check-if-dfs-strings-are-palindromes/
3346,Maximum Frequency of an Element After Performing Operations I,Medium,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i/
3347,Maximum Frequency of an Element After Performing Operations II,Hard,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-ii/
3349,Adjacent Increasing Subarrays Detection I,Easy,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i/
3350,Adjacent Increasing Subarrays Detection II,Medium,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-ii/
3351,Sum of Good Subsequences,Hard,https://leetcode.com/problems/sum-of-good-subsequences/
3355,Zero Array Transformation I,Medium,https://leetcode.com/problems/zero-array-transformation-i/
3356,Zero Array Transformation II,Medium,https://leetcode.com/problems/zero-array-transformation-ii/
3362,Zero Array Transformation III,Medium,https://leetcode.com/problems/zero-array-transformation-iii/
3371,Identify the Largest Outlier in an Array,Medium,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/
10026,Logger Rate Limiter,Easy,https://leetcode.com/problems/logger-rate-limiter/
